School Name,School Type,Address,City,Zipcode,County,Ex_Rel,Ex_Med,Ex_Tot
Cranbury Elementary,Public,10 Knowalot Lane,Norwalk,6851,Fairfield,1.7,0.2,1.9
Fox Run Elementary School,Public,228 Fillow Street,Norwalk,6850,Fairfield,0.8,0.0,0.8
High Road School Of Fairfield County,Non-public,17 North Avenue,Norwalk,6851,Fairfield,0.0,0.0,0.0
Jefferson Elementary School,Public,75 Van Buren,Norwalk,6850,Fairfield,0.5,0.0,0.5
Kendall College And Career Academy,Public,57 Fillow Street,Norwalk,6850,Fairfield,0.7,2.7,3.4
Marvin Elementary School,Public,15 Calf Pasture Road,Norwalk,6855,Fairfield,0.7,0.2,1.0
Naramake Elementary School,Public,16 King Street,Norwalk,6851,Fairfield,1.7,0.0,1.7
Nathan Hale Middle School,Public,176 Strawberry Hill Avenue,Norwalk,6851,Fairfield,1.4,0.0,1.4
Norwalk Early Childhood Center,Public,11 Allen Road,Norwalk,6851,Fairfield,0.0,0.0,0.0
Norwalk High School,Public,23 Calvin Murphy Drive,Norwalk,6851,Fairfield,0.9,0.0,0.9
Ponus Ridge Steam Academy,Public,21 Hunters Lane,Norwalk,6850,Fairfield,1.1,0.0,1.1
Roton Middle School,Public,201 Highland Avenue,Norwalk,6853,Fairfield,1.8,0.4,2.2
Rowayton Elementary School,Public,1 Roton Ave.,Norwalk,6853,Fairfield,1.9,0.0,1.9
Silvermine School,Public,157 Perry Ave,Norwalk,6850,Fairfield,1.5,0.0,1.5
South Norwalk School,Public,46 Chestnut St,Norwalk,6853,Fairfield,0.0,0.0,0.0
Tracey Magnet School,Public,20 Camp Street,Norwalk,6851,Fairfield,1.7,0.0,1.7
West Rocks Middle School,Public,81 West Rocks Road,Norwalk,6851,Fairfield,1.0,0.0,1.0
Winston Preparatory School,Non-public,57 West Rocks Road,Norwalk,6851,Fairfield,4.6,0.0,4.6
Wolfpit Integrated Arts School,Public,1 Starlight Drive,Norwalk,6851,Fairfield,1.9,0.3,2.2
All Saints Catholic School,Non-public,139 West Rocks Road,Norwalk,6851,Fairfield,0.8,0.2,1.0
Bishop Early Learning Center,Public,526 E Main St,Norwich,6360,New London,0.0,0.6,0.6
Integrated Day Charter School,Public,68 Thermos Ave,Norwich,6360,New London,7.0,0.6,7.5
Joshua Center Thames Valley CDT,Non-public,11A Stott Avenue,Norwich,6360,New London,,,
Montessori Discovery School,Non-public,218 Dudley St,Norwich,6360,New London,0.0,0.0,0.0
Moriarty Magnet Elementary School,Public,20 Lawler Ln,Norwich,6360,New London,0.0,0.0,0.0
Norwich Free Academy,Public,305 Broadway,Norwich,6357,New London,1.8,0.0,1.9
Norwich Technical High School,Public,7 Mahan Drive,Norwich,6360,New London,1.5,0.3,1.8
Samuel Huntington Elementary,Public,80 West Town Street,Norwich,6360,New London,0.9,0.0,0.9
Teachers Global Magnet Middle School,Public,15 Teachers Dr.,Norwich,6360,New London,2.2,0.0,2.2
Thomas W Mahan Elementary School,Public,94 Salem Turnpike,Norwich,6360,New London,1.1,0.4,1.5
Three Rivers Middle College Magnet High School,Public,574 Norwich New London Turnpike,Norwich,6360,New London,0.0,0.0,0.0
Uncas Elementary,Public,280 Elizabeth Street,Norwich,6360,New London,1.2,1.2,2.4
Veterans Memorial Elementary School,Public,80 Crouch Avenue,Norwich,6360,New London,0.4,0.4,0.7
Widlwood Christian School,Non-public,35 Wawecus Hill Rd,Norwich,6360,New London,12.7,0.0,12.7
Kelly Middle School,Public,25 Mahan Drive,Norwich,6360,New London,0.7,0.5,1.2
Dr. Charles E. Murphy Elementary,Public,500 Chesterterfield Rd.,Oakdale,6370,New London,2.8,1.1,3.9
Leonard J Tyl Middle School,Public,166 Chesterfield Road,Oakdale,6370,New London,0.4,0.4,0.8
Montville High School,Public,800 Old Colchester Rd,Oakdale,6370,New London,0.6,0.2,0.8
Oakdale Elementary,Public,30 Indiana Circle,Oakdale,6370,New London,0.8,0.3,1.1
Saint Thomas More School,Non-public,45 Cottage Road,Oakdale,6370,New London,0.0,0.0,0.0
John Trumbull Primary,Public,779 Buckingham St.,Oakville,6779,Litchfield,1.4,0.0,1.4
Polk Elementary,Public,435 Buckingham Street,Oakville,6779,Litchfield,0.9,0.0,0.9
St. Mary Magdalen School,Non-public,140 Buckingham Street,Oakville,6779,Litchfield,1.5,0.0,1.5
Swift Middle School,Public,250 Colonial St.,Oakville,6779,Litchfield,2.4,0.2,2.6
Old Greenwich School,Public,285 Sound Beach Avenue,Old Greenwich,6877,Fairfield,0.5,0.0,0.5
Center School,Public,49 Lyme Street,Old Lyme,6371,New London,0.0,0.0,0.0
Lyme Old Lyme High School,Public,69-2 Lyme Street,Old Lyme,6371,New London,0.7,0.7,1.5
Mile Creek School,Public,205 Mile Creek Road,Old Lyme,6371,New London,0.6,0.0,0.6
Lyme-Old Lyme Middle School,Public,53 Lyme St,Old Lyme,6371,New London,3.0,0.7,3.7
Joshua Center Shoreline CDT,Non-public,5 Research Pkwy,Old Saybrook,6457,New London,,,
K.E. Goodwin School,Public,80 Old Boston Post Rd,Old Saybrook,6475,Middlesex,1.7,0.2,2.0
Old Saybrook Middle School,Public,60 Sheffield Street,Old Saybrook,6475,Middlesex,1.6,0.0,1.6
Saint John School,Non-public,42 Maynard Road,Old Saybrook,6475,Middlesex,3.4,0.0,3.4
The Children'S Tree Montessori School,Non-public,96 Essex Road,Old Saybrook,6475,Middlesex,17.7,0.0,17.7
Old Saybrook High School,Public,1111 Boston Post Rd,Old Saybrook,6475,Middlesex,0.8,0.8,1.7
Amity Middle School - Orange,Public,100 Ohman Ave,Orange,6477,New Haven,1.4,0.3,1.7
Hope Academy,Non-public,89 Marsh Hill Rd,Orange,6477,New Haven,2.0,0.0,2.0
Mary L. Tracy,Public,650 Schoolhouse Lane,Orange,6477,New Haven,0.0,0.0,0.0
Milestones Behavioral Services,Non-public,339 Boston Post Rd,Orange,6477,New Haven,2.9,0.0,2.9
Orange Community Nursery School,Non-public,525 Orange Center Road,Orange,6477,New Haven,0.0,0.0,0.0
Race Brook School,Public,107 Grannis Rd,Orange,6477,New Haven,1.8,0.3,2.1
Southern Connecticut Hebrew Academy,Non-public,261 Derby Avenue,Orange,6477,New Haven,11.3,0.0,11.3
The Foundation School,Non-public,719 Derby Milford Road,Orange,6477,New Haven,,,
Great Oak Elementary School,Public,50 Great Oak Rd.,Oxford,6478,New Haven,3.4,0.6,4.0
Oxford High School,Public,61 Quaker Farms Road,Oxford,6418,New Haven,4.6,0.2,4.8
Oxford Middle School,Public,40 Great Oak Rd.,Oxford,6478,New Haven,4.7,0.0,4.7
Quaker Farms School,Public,30 Great Oak Rd,Oxford,6478,New Haven,3.7,0.0,3.7
West Vine Street School,Public,17 West Vine Street,Pawcatuck,6379,New London,2.3,0.3,2.5
St. Michael School,Non-public,131 West Broad Street,Pawcatuck,6379,New London,4.9,1.1,5.9
Early Childhood Center Plainfield Public Schools,Public,651 Norwich Road,Plainfield,6374,Windham,0.0,0.0,0.0
Plainfield Central Middle School,Public,75 Canterbury Road,Plainfield,6374,Windham,6.2,0.2,6.4
Frank T. Wheeler,Public,15 Cleveland Memorial Drive,Plainville,6062,Hartford,4.2,0.0,4.2
Linden St. School,Public,69 Linden St.,Plainville,6062,Hartford,2.1,0.3,2.4
Northwest Village School,Non-public,91 Northwest Village Drive,Plainville,6062,Hartford,1.0,0.0,1.0
Toffolon Elementary School,Public,145 Northwest Dr,Plainville,6062,Hartford,2.4,0.0,2.4
Middle School Of Plainville,Public,150 Northwest Dr.,Plainville,6062,Hartford,3.3,0.2,3.5
Plainville High School,Public,47 Robert Holcomb Way,Plainville,6062,Hartford,2.1,0.1,2.2
JFK Middle School,Public,1071 South Main Street,Plantsville,6479,Hartford,0.6,0.1,0.7
Oshana Elementary School,Public,70 Church Street,Plantsville,6479,Hartford,1.9,0.8,2.7
South End Elementary School,Public,10 Maxwell Noble Dr,Plantsville,6479,Hartford,1.2,0.8,2.0
Strong Elementary School,Public,820 Marion Ave,Plantsville,6479,Hartford,2.1,0.0,2.1
Plymouth Center,Public,107 North St.,Plymouth,6782,Litchfield,0.3,0.3,0.6
Pomfret School,Non-public,398 Pomfret St,Pomfret,6258,Windham,0.3,0.6,0.8
Pomfret Community School,Public,"20 Pomfret St,",Pomfret Center,6259,Windham,5.2,0.3,5.4
Brownstone Intermediate School,Public,314 Main Street,Portland,6480,Middlesex,5.6,0.0,5.6
Gildersleeve Elementary School,Public,565 Main Street,Portland,6480,Middlesex,4.4,0.0,4.4
Portland High School,Public,95 High Street,Portland,6480,Middlesex,1.3,0.0,1.3
Portland Middle School,Public,93 High St,Portland,6480,Middlesex,2.0,1.5,3.5
Valley View,Public,81 High St,Portland,6480,Middlesex,1.8,0.0,1.8
Preston Plains Middle School,Public,1 Route 184,Preston,6365,New London,0.0,0.0,0.0
Preston Veteran Memorial School,Public,285 Shetucket Turnpike,Preston,6365,New London,0.3,0.3,0.6
Long River Middle School,Public,38 Columbia Ave,Prospect,6712,New Haven,4.5,5.9,10.4
Prospect Elementary School,Public,75 New Haven Road,Prospect,6712,New Haven,2.8,0.0,2.8
Putnam Elementary School,Public,33 Wicker Street,Putnam,6260,Windham,4.4,0.3,4.7
Putnam Middle School,Public,35 Wicker Street,Putnam,6260,Windham,0.9,0.6,1.5
Quaker Hill Elementary,Public,285 Bloomingdale Road,Quaker Hill,6375,New London,0.0,0.0,0.0
Joel Barlow High School,Public,100 Black Rock Turnpike,Redding,6896,Fairfield,5.9,0.1,6.0
John Read Middle School,Public,486 Redding Rd.,Redding,6896,Fairfield,3.7,0.3,4.0
Redding Elementary School,Public,33 Lonetown Rd.,Redding,6896,Fairfield,3.5,0.2,3.7
Barlow Mountain Elementary School,Public,115 Barlow Mountain Road,Ridgefield,6877,Fairfield,0.3,0.5,0.8
Branchville Elementary School,Public,58 High Ridge Rd,Ridgefield,6877,Fairfield,2.1,0.6,2.7
East Ridge Middle School,Public,10 East Ridge Road,Ridgefield,6877,Fairfield,2.8,0.0,2.8
Farmingville Elementary,Public,324 Farmingville Rd,Ridgefield,6877,Fairfield,4.1,0.0,4.1
Ridgebury Elementary School,Public,112 Bennetts Farm Rd,Ridgefield,6877,Fairfield,2.2,0.0,2.2
Ridgefield Academy,Non-public,223 West Mountain Road,Ridgefield,6877,Fairfield,1.9,0.0,1.9
Ridgefield High School,Public,700 North Salem Road,Ridgefield,6877,Fairfield,1.6,0.6,2.2
Saint Mary,Non-public,183 High Ridge Ave,Ridgefield,6877,Fairfield,2.2,0.0,2.2
Scotland Elementary School,Public,111 Barlow Mountain Road,Ridgefield,6877,Fairfield,0.3,0.3,0.6
Scotts Ridge Middle School,Public,750 North Salem Rd,Ridgefield,6877,Fairfield,1.5,0.0,1.5
Veterans Park Elementary School,Public,8 Governor Street,Ridgefield,6877,Fairfield,1.2,1.2,2.4
International School At Dundee,Public,55 Florence Road,Riverside,6878,Fairfield,1.5,0.6,2.1
North Mianus Elementary School,Public,309 Palmer Hill Rd,Riverside,6878,Fairfield,1.6,0.2,1.8
Riverside School,Public,90 Hendrie Avenue,Riverside,6878,Fairfield,0.7,0.0,0.7
Aerospace And Engineering Elementary School,Public,7 Gardner Way,Rocky Hill,6067,Hartford,1.9,0.0,1.9
Albert D. Griswold Middle School,Public,144 Bailey Rd,Rocky Hill,6067,Hartford,0.8,0.0,0.8
Moser Intermediate School,Public,10 School Street,Rocky Hill,6067,Hartford,2.4,0.3,2.7
Myrtle H. Stevens School,Public,322 Orchard Street,Rocky Hill,6109,Hartford,1.3,0.5,1.8
Rocky Hill High School,Public,50 Chapin Ave,Rocky Hill,6067,Hartford,1.5,0.0,1.5
West Hill Elementary,Public,95 Cronin Drive,Rocky Hill,6067,Hartford,0.7,0.2,1.0
Booth Free School,Public,14 South Street,Roxbury,6783,Litchfield,5.4,1.4,6.8
Salem School,Public,200 Hartford Road,Salem,6420,New London,2.0,0.5,2.5
Salisbury Central,Public,45 Lincoln City Road,Salisbury,6069,Litchfield,2.0,0.3,2.3
Salisbury School,Non-public,251 Canaan Rd,Salisbury,6068,Litchfield,0.3,0.3,0.7
Newtown High School,Public,12 Berkshire Rd,Sandy Hook,6482,Fairfield,2.0,0.2,2.1
Sandy Hook Elementary School,Public,12 Dickenson Dr,Sandy Hook,6482,Fairfield,1.4,0.3,1.6
Scotland Elementary School,Public,68 Brook Rd,Scotland,6264,Windham,2.1,0.0,2.1
Bungay Elementary School,Public,35 Bungay Road,Seymour,6483,New Haven,1.6,0.3,1.9
Chatfield-Lopresti,Public,51 Skakorat Street,Seymour,6483,New Haven,0.0,0.5,0.5
Seymour High School,Public,2 Botsford Road,Seymour,6483,New Haven,1.5,0.2,1.7
Sharon Center School,Public,80 Hilltop Road,Sharon,6069,Litchfield,2.1,1.0,3.1
Booth Hill Elementary School,Public,544 Booth Hill Road,Shelton,6484,Fairfield,2.2,0.6,2.8
Elizabeth Shelton Elementary,Public,138 Willoughby Road,Shelton,6484,Fairfield,2.6,0.0,2.6
Long Hill Elementary,Public,565 Long Hill Avenue,Shelton,6484,Fairfield,2.1,2.1,4.3
Mohegan School,Public,47 Mohegan Road,Shelton,6484,Fairfield,5.7,0.2,5.9
Perry Hill School,Public,60 Perry Hill Road,Shelton,6484,Fairfield,1.4,0.1,1.6
Shelton Intermediate School,Public,675 Constitution Blvd. North,Shelton,6484,Fairfield,2.1,0.0,2.1
Sunnyside School,Public,418 River Rd,Shelton,6484,Fairfield,1.7,0.0,1.7
Shelton High School,Public,120 Meadow Street,Shelton,6484,Fairfield,0.5,0.8,1.3
The Sherman School,Public,2 Route 37 East,Sherman,6784,Fairfield,4.1,0.0,4.1
Central School,Public,29 Massaco St,Simsbury,6070,Hartford,0.8,0.5,1.2
Henry James Memorial School,Public,155 Firetown Road,Simsbury,6070,Hartford,1.3,0.2,1.4
Saint Mary'S School,Non-public,946 Hopmeadow Street,Simsbury,6070,Hartford,2.3,0.0,2.3
Simsbury High School,Public,34 Farms Village Road,Simsbury,6070,Hartford,2.2,0.2,2.4
Squadron Line School,Public,44 Squadron Line Road,Simsbury,6090,Hartford,0.8,0.1,0.9
The Cobb School,Non-public,112 Sand Hill Road,Simsbury,6070,Hartford,2.2,0.0,2.2
Westminster School,Non-public,995 Hopmeadow St,Simsbury,6070,Hartford,1.2,1.2,2.4
Mabelle B Avery Middle School,Public,5 Vision Boulevard,Somers,6071,Hartford,2.0,0.7,2.6
Somers Elementary School,Public,4 Vision Blvd,Somers,6071,Tolland,1.1,0.0,1.1
Somers High School,Public,5 Vision Blvd,Somers,6071,Tolland,1.6,1.0,2.6
Hopewell Elementary,Public,1068 Chestnut Hill Rd,South Glastonbury,6067,Hartford,0.2,0.0,0.2
Nayaug Elementary,Public,222 Old Maids Lane,South Glastonbury,6073,Hartford,1.9,0.0,1.9
South Kent School,Non-public,40 Bulls Bridge Rd,South Kent,6785,Litchfield,2.7,0.7,3.4
Hanover Elementary School,Public,208 Main Street,South Meriden,6451,New Haven,1.2,0.0,1.2
CREC Academy of International Studies,Public,625 Chapel Road,South Windsor,6074,Hartford,1.6,0.4,2.0
Eli Terry Elementary School,Public,569 Griffin Rd,South Windsor,6074,Hartford,0.0,0.0,0.0
Orchard Hill Elementary School,Public,380 Foster St,South Windsor,6074,Hartford,0.0,0.0,0.0
Philip R. Smith,Public,949 Avery Street,South Windsor,6074,Hartford,0.6,0.8,1.5
Pleasant Valley,Public,591 Ellington Rd,South Windsor,6074,Hartford,0.7,0.0,0.7
South Windsor High School,Public,161 Nevers Road,South Windsor,6074,Hartford,1.6,0.3,1.9
Timothy Edwards Middle School,Public,100 Arnold Way,South Windsor,6074,Hartford,2.4,0.6,3.1
Gainfield Elementary School,Public,307 Old Field Road,Southbury,6488,New Haven,0.9,0.0,0.9
Pomperaug Elementary School,Public,607 Main Street South,Southbury,6488,New Haven,1.9,0.0,1.9
Pomperaug High School,Public,234 Judd Rd,Southbury,6488,New Haven,1.6,0.4,2.0
Rochambeau Middle School,Public,100 Peter Road,Southbury,6488,New Haven,2.1,0.3,2.3
Depaolo Middle School,Public,385 Pleasant Street,Southington,6489,Hartford,2.8,0.1,3.0
Derynoski Elementary School,Public,240 Main Street,Southington,6489,Hartford,2.7,0.4,3.1
Flanders Elementary School,Public,100 Victoria Drive,Southington,6489,Hartford,3.2,0.4,3.6
Hatton Elementary School,Public,50 Spring Lake Road,Southington,6489,Hartford,2.7,0.7,3.4
Karen Smith Academy,Public,242 Main Street,Southington,6489,Hartford,0.0,0.0,0.0
Southington High School,Public,720 Pleasant Street,Southington,6489,Hartford,1.6,0.2,1.8
Thalberg Elementary School,Public,145 Dunham Street,Southington,6489,Hartford,1.2,0.0,1.2
Southington Catholic,Non-public,133 Bristol Street,Southington,6489,Hartford,1.8,0.9,2.6
Urbin T Kelley Elementary School,Public,501 Ridgewood Road,Southington,6489,Hartford,2.4,0.3,2.7
Mill Hill School,Public,635 Mill Hill Terrace,Southport,6890,Fairfield,0.0,0.0,0.0
The Southport School,Non-public,214 Main Street,Southport,6890,Fairfield,3.4,0.8,4.2
Stafford Elementary School,Public,11 Levinthal Run,Stafford Springs,6076,Tolland,10.0,0.4,10.4
Stafford High School,Public,145 Orcuttville Rd,Stafford Springs,6076,Tolland,5.8,1.3,7.0
Stafford Middle School,Public,21 Levinthal Run,Stafford Springs,6076,Tolland,7.8,0.0,7.8
West Stafford School,Public,153 W. Stafford Rd.,Stafford Springs,6076,Tolland,0.0,0.5,0.5
Academy Of Information Technology And Engineering,Public,411 High Ridge Road,Stamford,6905,Fairfield,1.2,0.3,1.6
Anchor School,Public,229 North St.,Stamford,6905,Fairfield,0.0,0.0,0.0
Apples Early Childhood Education Center,Public,831 High Ridge Road,Stamford,6905,Fairfield,2.4,0.9,3.3
Cardinal Kung Academy,Non-public,948 Newfield Avenue,Stamford,6905,Fairfield,3.8,0.0,3.8
Cloonan MS,Public,11 West North Street,Stamford,6902,Fairfield,1.7,0.3,2.1
Davenport Ridge Elementary,Public,1300 Newfield Ave.,Stamford,6905,Fairfield,2.4,0.2,2.6
Dolan Middle School,Public,51 Toms Road,Stamford,6906,Fairfield,1.3,0.0,1.3
First United Methodist--Kindergarten,Non-public,42 Cross Road,Stamford,6905,Fairfield,,,
Hart Magnet Elementary,Public,61 Adams Ave,Stamford,6902,Fairfield,2.0,0.5,2.6
JM Wright Technical high School,Public,120 Bridge Street,Stamford,6905,Fairfield,0.9,0.2,1.2
Julia A Stark,Public,398 Glenbrook Road,Stamford,6906,Fairfield,1.5,0.7,2.2
King,Non-public,1450 Newfield Avenue,Stamford,6905,Fairfield,1.7,0.1,1.9
KT Murphy,Public,19 Horton Street,Stamford,6902,Fairfield,1.8,1.0,2.8
Long Ridge School,Non-public,478 Erskine Road,Stamford,6906,Fairfield,5.2,0.0,5.2
Mater Salvatoris College Prepartory School,Non-public,929 Newfield Avenue,Stamford,6905,Fairfield,4.9,0.0,4.9
Northeast Elementary School,Public,82 Scofieldtown Rd,Stamford,6903,Fairfield,2.4,0.2,2.6
Our Lady Of Grace-Kindergarten,Non-public,635 Glenbrook Road,Stamford,6906,Fairfield,,,
Rippowam Middle School,Public,381 High Ridge Rd,Stamford,6905,Fairfield,1.5,0.5,2.1
Roxbury Elementary School,Public,751 West Hill Rd,Stamford,6902,Fairfield,1.1,0.5,1.6
Scofield Magnet Middle School,Public,641 Scofieldtown Road,Stamford,6903,Fairfield,1.0,0.8,1.9
Springdale Elementary,Public,11 Hope St,Stamford,6907,Fairfield,2.1,3.1,5.2
St. Aloysius School,Non-public,403 Schofieldtown Road,Stamford,6903,Fairfield,3.6,1.2,4.8
Stamford Charter School For Excellence,Public,1 Schuyler Ave,Stamford,6902,Fairfield,0.0,0.2,0.2
Stamford High School,Public,55 Strawberry Hill Ave,Stamford,6902,Fairfield,0.8,0.0,0.8
Strawberry Hill School,Public,200 Strawberry Hill School,Stamford,6902,Fairfield,3.2,0.0,3.2
The Catholic Academy Of Stamford,Non-public,1186 Newfield Ave,Stamford,6905,Fairfield,3.9,2.6,6.5
The Pinnacle School,Non-public,201 High Ridge Road,Stamford,6905,Fairfield,1.6,0.0,1.6
The Spire School,Non-public,201 High Ridge Road,Stamford,6905,Fairfield,1.9,0.0,1.9
Toquam Magnet Elementary School,Public,123 Ridgewood Ave,Stamford,6907,Fairfield,1.5,0.4,1.8
TOR Middle School,Public,117 Vine Road,Stamford,6905,Fairfield,1.9,0.3,2.2
Waterside School,Non-public,770 Pacific Street,Stamford,6902,Fairfield,4.1,0.0,4.1
Westhill High School,Public,125 Roxbury Road,Stamford,6902,Fairfield,0.8,0.0,0.8
Westover Magnet Elementary School,Public,412 Stillwater Ave,Stamford,6902,Fairfield,2.2,0.6,2.8
Newfield Elementary School,Public,345 Pepper Ridge Rd,Stamford,6905,Fairfield,0.8,0.0,0.8
Rogers International School,Public,202 Blachey Rd,Stamford,6902,Fairfield,3.6,0.3,3.9
Stillmeadow Elementary School,Public,800 Stillwater Avenue,Stamford,6902,Fairfield,2.2,0.3,2.5
The Children'S School,Non-public,118 Scofield Town Road,Stamford,6905,Fairfield,1.6,0.8,2.4
The Mead School,Non-public,1095 Riverbank Road,Stamford,6903,Fairfield,3.3,0.0,3.3
Nichols Elementary,Public,393 Nichols Ave,Startford,6614,Fairfield,0.0,0.0,0.0
Sterling Community School,Public,251 Sterling Rd,Sterling,6377,Windham,1.6,0.0,1.6
Deans Mill School,Public,35 Deans Mill Road,Stonington,6378,New London,0.4,0.2,0.7
Pine Point School,Non-public,89 Barnes Road,Stonington,6378,New London,0.9,0.0,0.9
Mansfield Middle School,Public,205 Spring Hill Rd.,Storrs,6268,Tolland,0.4,0.0,0.4
Regional District 19,Public,1235 Storrs Rd.,Storrs,6268,Tolland,1.8,0.1,1.9
BCHA,Non-public,2186 High Ridge Rd,Stramford,6903,Fairfield,1.6,0.6,2.2
Bunnell High School,Public,1 Bulldog Blvd.,Stratford,6614,Fairfield,1.1,0.1,1.2
Chapel Street Elementary School,Public,380 Chapel Street,Stratford,6614,Fairfield,1.3,0.0,1.3
Eli Whitney Elementary School,Public,1130 Huntington Ave,Stratford,6614,Fairfield,0.4,0.0,0.4
Flood Middle School,Public,490 Chapel St.,Stratford,6614,Fairfield,0.4,0.0,0.4
Franklin,Public,1895 Barnum Ave,Stratford,6614,Fairfield,0.0,0.0,0.0
Lordship,Public,254 Crown St,Stratford,6614,Fairfield,1.1,0.6,1.7
Second Hill Lane,Public,65 Second Hill Lane,Stratford,6614,Fairfield,1.1,0.0,1.1
St. Mark School,Non-public,500 Wigwam Lane,Stratford,6614,Fairfield,4.7,0.0,4.7
Stratford Academy Johnson House,Public,719 Birdseye Street,Stratford,6615,Fairfield,0.7,0.0,0.7
Stratford High School,Public,245 King Street,Stratford,6614,Fairfield,0.7,0.0,0.7
Victoria Soto School,Public,699 Birdseye Street,Stratford,6615,Fairfield,0.0,0.0,0.0
Wilcoxson Elementary School,Public,600 Wilcoxson Ave,Stratford,6614,Fairfield,1.6,0.0,1.6
Wooster Middle School,Public,150 Lincoln Street,Stratford,6614,Fairfield,1.7,0.0,1.7
Suffield Academy,Non-public,185 N Main Street,Suffield,6078,Hartford,0.5,0.0,0.5
Suffield High School,Public,1060 Sheldon Street,Suffield,6093,Hartford,1.9,0.0,1.9
Suffield Middle School,Public,350 Mountain Road,Suffield,6078,Hartford,1.1,0.2,1.3
Mc Alister School,Public,260 Mountain Road,Suffield,6078,Hartford,0.5,0.0,0.5
Sacred Heart,Non-public,15 Hunters Avenue,Taftville,6380,New London,0.0,0.0,0.0
Wequonnoc Elementary School,Public,155 Providence St,Taftville,6380,New London,0.0,0.0,0.0
Tariffville School,Public,42 Winthrop Street,Tariffville,6081,Hartford,1.5,0.0,1.5
Eli Terry Junior Middle School,Public,21 N. Main St.,Terryville,6786,Hartford,4.3,0.0,4.3
Harry S Fisher Elementary,Public,79 N Main St,Terryville,6786,Litchfield,1.6,0.0,1.6
Terryville High School,Public,33 N. Harwinton Avenue,Terryville,6786,Litchfield,1.1,0.3,1.4
Black Rock School,Public,57 Branch Rd,Thomaston,6787,Litchfield,0.0,0.0,0.0
Thomaston High School,Public,185 Branch Road,Thomaston,6787,Litchfield,0.6,0.0,0.6
River Run Academy,Non-public,75 Church Street,Thompson,6277,Windham,0.0,0.0,0.0
Birch Grove Primary School,Public,247 Rhodes Rd,Tolland,6084,Tolland,3.3,0.7,4.0
Tolland High School,Public,1 Eagle Hill,Tolland,6084,Tolland,1.9,0.3,2.2
Tolland Intermediate School,Public,96 Old Post Rd,Tolland,6084,Tolland,3.6,0.2,3.9
Tolland Middle School,Public,1 Falcon Way,Tolland,6084,Tolland,4.0,0.0,4.0
Forbes School,Public,500 Migeon Ave,Torrington,6790,Litchfield,0.3,0.0,0.3
Oliver Wolcott Tech,Public,75 Oliver St,Torrington,6790,Litchfield,1.7,0.0,1.7
Saint John Paul The Great Academy,Non-public,360 Prospect Street,Torrington,6790,Litchfield,6.1,0.0,6.1
Southwest,Public,350 Litchfield Street,Torrington,6790,Litchfield,1.0,0.0,1.0
St. John Paul The Great Academy,Non-public,360 Prospect St. Torrington,Torrington,6790,Litchfield,5.6,0.0,5.6
Torringford Elementary School,Public,800 Charles Street,Torrington,6790,Litchfield,1.6,0.0,1.6
Torrington High School,Public,50 Major Besse Drive,Torrington,6790,Litchfield,0.3,0.1,0.4
Torrington Middle School,Public,200 Middle School Dr.,Torrington,6790,Litchfield,0.5,0.0,0.5
Vogel Wetmore,Public,68 Church Street,Torrington,6790,Litchfield,0.0,0.0,0.0
Booth Hill School,Public,545 Booth Hill Road,Trumbull,6611,Fairfield,2.5,0.4,2.9
Christian Heritage School,Non-public,575 White Plains Rd,Trumbull,6611,Fairfield,8.3,0.7,9.0
Cooperative Educational Services,Public,25 Oakview Dr,Trumbull,6611,Fairfield,1.4,0.0,1.4
Daniels Farm,Public,710 Daniels Farm Road,Trumbull,6611,Fairfield,0.0,0.0,0.0
Frenchtown Elementary School,Public,30 Frenchtown Road,Trumbull,6611,Fairfield,3.6,0.2,3.8
Hillcrest Middle School,Public,530 Daniels Farm Rd,Trumbull,6611,Fairfield,2.0,0.3,2.2
Jane Ryan,Public,190 Park Lane,Trumbull,6611,Fairfield,2.7,0.2,2.9
Madison Middle School,Public,4630 Madison Ave.,Trumbull,6611,Fairfield,2.0,0.3,2.3
Middlebrook Elementary,Public,220 Middlebrooks Ave,Trumbull,6611,Fairfield,2.7,0.0,2.7
St Joseph High School,Non-public,2320 Huntington Turnpike,Trumbull,6611,Fairfield,2.5,0.1,2.7
St. Catherine Of Siena School,Non-public,190 Shelton Rd,Trumbull,6611,Fairfield,2.5,0.0,2.5
St. Theresa'S School,Non-public,55 Rosemond Terrace,Trumbull,6611,Fairfield,7.8,0.0,7.8
St. Vincent'S Special Needs,Non-public,95 Merritt Blvd.,Trumbull,6611,Fairfield,8.9,3.8,12.7
Trumbull Early Childhood Education Center,Public,240 Middlebrooks Avenue,Trumbull,6611,Fairfield,0.0,1.7,1.7
Trumbull High School,Public,72 Strobel Rd,Trumbull,6611,Fairfield,1.9,0.6,2.4
Tashua,Public,401 Stonehouse Rd,Trumbull,6611,Fairfield,1.9,0.9,2.8
Mohegan Elementary School,Public,49 Golden Rd,Uncasville,6382,New London,1.6,1.6,3.2
Saint Bernard School,Non-public,1593 Norwich Nl Turnpike,Uncasville,6382,New London,1.7,0.0,1.7
Union School,Public,18 Kinney Hollow Dr,Union,6076,Tolland,1.9,1.9,3.8
Union Elementary School,Public,173 School St,Unionville,6085,Hartford,1.5,2.7,4.2
West District Elementary School,Public,114 W District Rd,Unionville,6085,Hartford,1.8,0.8,2.5
Center Road School,Public,20 Center St,Vernon,6066,Tolland,0.9,0.2,1.1
